76,Violet Valley Acres,8:00,19:00,8505 avenue ,yellow,NJ,farm76.contact@yahoo.com,916-202-2365,All
77,Green Valley Farmstead,12:00,16:00,6324 avenue ,yellow,NY,farm77.contact@yahoo.com,897-586-3900,All
78,Applewood Acres,10:00,18:00,8953 street ,brown,NJ,farm78.contact@yahoo.com,236-419-6774,All
79,Redwood Ridge Ranch,9:00,19:00,7645 street ,brown,PA,farm79.contact@gmail.com,503-501-5876,"Summer, Fall"
80,Mountain Majesty Farm,12:00,18:00,83 street ,green,NY,farm80.contact@gmail.com,110-604-2321,All
81,Crystal Springs Acres,11:00,17:00,5055 street ,yellow,NY,farm81.contact@yahoo.com,370-480-2932,Fall
82,Cherry Tree Farmstead,11:00,19:00,6147 avenue ,blue,NJ,farm82.contact@gmail.com,282-892-9633,Spring
83,Golden Harvest Acres,9:00,17:00,5553 street ,blue,NY,farm83.contact@yahoo.com,537-768-4443,Summer
84,Sycamore Valley Ranch,12:00,17:00,1980 street ,black,NY,farm84.contact@yahoo.com,524-259-7475,Fall
85,Whistling Wind Acres,10:00,16:00,5500 avenue ,black,NJ,farm85.contact@gmail.com,849-446-4918,"Summer, Fall"
86,Silver Lake Farm,8:00,18:00,1020 avenue ,green,PA,farm86.contact@gmail.com,693-799-5665,All
87,Sunflower Fields Farmstead,11:00,17:00,932 street ,orange,NY,farm87.contact@gmail.com,992-469-2607,"Spring, Fall"
88,Cottonwood Grove Acres,12:00,19:00,3245 avenue ,grey,PA,farm88.contact@gmail.com,403-833-7438,"Spring, Fall"
89,Magnolia Hill Ranch,9:00,19:00,4059 avenue ,black,NY,farm89.contact@gmail.com,911-383-9411,Spring
90,Meadow Lark Farmstead,9:00,16:00,3547 street ,green,NJ,farm90.contact@yahoo.com,516-959-2224,Fall
91,Golden Wheat Acres,10:00,19:00,6583 avenue ,green,NJ,farm91.contact@yahoo.com,472-926-3408,"Spring, Summer, Fall"
92,Rocky Top Ranch,8:00,19:00,8470 street ,green,PA,farm92.contact@gmail.com,349-481-2988,All
93,Emerald Hills Farmstead,12:00,17:00,6358 avenue ,red,NJ,farm93.contact@yahoo.com,427-853-9530,All
94,Starlight Meadows Acres,8:00,17:00,1402 avenue ,yellow,NY,farm94.contact@yahoo.com,654-138-3910,All
95,Birchwood Acres,8:00,17:00,4660 avenue ,brown,PA,farm95.contact@yahoo.com,498-449-5886,Summer
96,Honeysuckle Ranch,9:00,16:00,1443 avenue ,green,PA,farm96.contact@yahoo.com,167-640-5053,Spring
97,Crimson Clover Acres,8:00,18:00,5352 avenue ,red,NJ,farm97.contact@gmail.com,558-808-1108,Summer
98,Olive Branch Acres,9:00,17:00,2646 avenue ,yellow,NJ,farm98.contact@yahoo.com,969-192-9578,All
99,Golden Gate Ranch,8:00,17:00,4181 avenue ,yellow,PA,farm99.contact@gmail.com,780-564-7526,Spring
100,Sunny Slope Farmstead,12:00,18:00,5337 avenue ,yellow,NY,farm100.contact@yahoo.com,751-114-1816,Summer
101,Hickory Haven Farm,11:00,17:00,4222 street ,yellow,PA,farm101.contact@yahoo.com,149-972-4434,Summer
102,Whispering Pines Ranch,12:00,19:00,3647 street ,grey,NJ,farm102.contact@yahoo.com,480-673-2967,"Spring, Fall"
103,Prairie View Farmstead,12:00,19:00,2424 avenue ,blue,PA,farm103.contact@yahoo.com,567-941-5758,"Spring, Fall"
104,Silver Creek Farm,10:00,18:00,7325 avenue ,orange,NY,farm104.contact@gmail.com,107-980-7496,Spring
105,Apple Blossom Acres,10:00,19:00,5863 street ,orange,PA,farm105.contact@yahoo.com,325-592-4161,"Spring, Fall"
106,Maple Leaf Farmstead,10:00,16:00,6869 street ,green,PA,farm106.contact@gmail.com,973-913-4825,Spring
107,Meadowview Acres,9:00,16:00,6174 avenue ,grey,NJ,farm107.contact@yahoo.com,437-229-3665,Fall
108,Green Gables Farm,8:00,18:00,7162 street ,yellow,NY,farm108.contact@gmail.com,407-262-8434,All
109,Cedar Springs Farmstead,12:00,18:00,3160 street ,green,PA,farm109.contact@gmail.com,592-693-3418,"Summer, Fall"
110,Sycamore Ridge Ranch,9:00,18:00,2682 street ,blue,NJ,farm110.contact@yahoo.com,400-697-3895,"Spring, Fall"
111,Mossy Oak Farmstead,12:00,19:00,8731 street ,black,NY,farm111.contact@gmail.com,683-264-4055,Fall
112,Blue Sky Ranch,8:00,17:00,970 avenue ,brown,PA,farm112.contact@gmail.com,440-195-1625,All
113,Violet Valley Farmstead,12:00,19:00,3860 avenue ,green,PA,farm113.contact@gmail.com,573-374-7570,"Summer, Fall"
114,Pecan Valley Acres,8:00,19:00,5925 street ,green,NY,farm114.contact@gmail.com,439-654-6323,"Summer, Fall"
115,Harmony Hills Farmstead,11:00,16:00,73 street ,brown,NY,farm115.contact@yahoo.com,285-124-6955,Fall
116,Emerald Hills Ranch,9:00,17:00,8592 avenue ,orange,NJ,farm116.contact@yahoo.com,333-517-3470,Summer
117,Hidden Hollow Farm,11:00,16:00,4627 avenue ,red,NJ,farm117.contact@gmail.com,154-552-9419,"Spring, Summer, Fall"
118,Mountain Majesty Acres,9:00,18:00,7927 street ,green,NJ,farm118.contact@gmail.com,503-503-4504,All
119,Whispering Oaks Farmstead,9:00,19:00,4090 street ,black,PA,farm119.contact@gmail.com,106-396-2962,All
120,Sunset Ridge Ranch,10:00,17:00,748 avenue ,blue,PA,farm120.contact@yahoo.com,387-130-5937,"Spring, Fall"
121,Mountain Laurel Farmstead,12:00,19:00,4699 avenue ,orange,PA,farm121.contact@yahoo.com,453-460-3807,All
122,Golden Fields Acres,11:00,16:00,5936 street ,green,PA,farm122.contact@yahoo.com,970-937-8695,"Spring, Fall"
123,Sunny Side Ranch,9:00,16:00,3430 street ,yellow,NJ,farm123.contact@gmail.com,729-892-9775,Spring
124,Riverfront Acres,12:00,17:00,5179 avenue ,brown,PA,farm124.contact@yahoo.com,605-803-7637,"Summer, Fall"
125,Sycamore Valley Farmstead,12:00,16:00,226 street ,yellow,NY,farm125.contact@yahoo.com,578-620-8010,Fall
126,Blossom Hill Farm,9:00,18:00,4152 avenue ,blue,NY,farm126.contact@gmail.com,564-754-5126,Spring
127,Silver Lake Farmstead,11:00,18:00,5148 street ,orange,NJ,farm127.contact@yahoo.com,936-343-2434,"Summer, Fall"
128,Pine Ridge Acres,9:00,19:00,5054 avenue ,black,PA,farm128.contact@yahoo.com,118-580-1615,"Spring, Summer, Fall"
129,Sugar Maple Farmstead,9:00,18:00,4472 street ,brown,NY,farm129.contact@gmail.com,232-255-7054,Spring
130,Sunny Hill Farm,11:00,18:00,3272 avenue ,grey,PA,farm130.contact@yahoo.com,727-559-8420,Fall
131,Briarwood Farmstead,11:00,19:00,94 avenue ,black,NJ,farm131.contact@gmail.com,385-659-9057,Summer
132,Prairie Sunset Acres,8:00,18:00,4411 street ,blue,PA,farm132.contact@gmail.com,757-200-4712,"Spring, Summer, Fall"
133,Wildflower Meadows Acres,11:00,18:00,2086 street ,orange,NJ,farm133.contact@gmail.com,769-285-6363,Summer
134,Magnolia Hill Farm,12:00,17:00,5376 street ,yellow,NY,farm134.contact@yahoo.com,878-670-5624,Fall
135,Hickory Ridge Acres,10:00,19:00,2308 street ,brown,NY,farm135.contact@gmail.com,696-983-5867,Spring
136,Starlight Meadows Farmstead,8:00,17:00,8204 avenue ,black,NJ,farm136.contact@yahoo.com,936-404-2703,All
137,Applewood Farm,10:00,17:00,7810 street ,orange,PA,farm137.contact@gmail.com,208-389-3941,Summer
138,Misty Morning Ranch,12:00,18:00,1806 avenue ,yellow,NY,farm138.contact@gmail.com,606-513-7831,"Spring, Fall"
139,Azure Sky Farmstead,8:00,19:00,4363 avenue ,blue,NJ,farm139.contact@yahoo.com,580-919-6862,"Spring, Fall"
140,Golden Gables Farmstead,11:00,16:00,6474 street ,brown,NY,farm140.contact@gmail.com,918-554-8599,Spring
141,Pecan Grove Acres,10:00,18:00,7419 avenue ,black,PA,farm141.contact@gmail.com,133-370-6713,Fall
142,Golden Fields Farm,9:00,17:00,1110 avenue ,blue,PA,farm142.contact@yahoo.com,816-997-6755,Fall
143,Green Valley Acres,10:00,16:00,8066 avenue ,brown,PA,farm143.contact@gmail.com,948-809-9081,All
144,Mountain Majesty Ranch,11:00,16:00,995 avenue ,black,NY,farm144.contact@yahoo.com,520-931-6245,Fall
145,Silver Creek Acres,11:00,18:00,1927 avenue ,black,PA,farm145.contact@gmail.com,563-695-7523,Spring
146,Crimson Ridge Farmstead,10:00,16:00,6934 street ,yellow,PA,farm146.contact@yahoo.com,565-970-8856,"Spring, Fall"
147,Sycamore Grove Ranch,8:00,16:00,7962 street ,blue,PA,farm147.contact@yahoo.com,288-880-1337,Summer
148,Sugar Maple Acres,11:00,17:00,5819 street ,grey,PA,farm148.contact@gmail.com,409-423-6413,Spring
149,Golden Wheat Ranch,10:00,19:00,1583 street ,blue,NJ,farm149.contact@yahoo.com,434-585-8472,"Spring, Summer, Fall"
150,Hidden Hollow Farmstead,8:00,16:00,2117 avenue ,red,PA,farm150.contact@yahoo.com,361-827-4904,"Summer, Fall"
151,Pine Tree Farm,12:00,18:00,1237 street ,brown,NJ,farm151.contact@gmail.com,169-167-3964,Spring
152,Harvest Moon Acres,10:00,18:00,7052 avenue ,green,NY,farm152.contact@gmail.com,361-145-8394,All
153,Whistling Wind Farmstead,11:00,16:00,5539 street ,brown,PA,farm153.contact@gmail.com,314-406-2116,Spring
154,Sunflower Fields Ranch,10:00,18:00,4973 avenue ,orange,NY,farm154.contact@gmail.com,320-958-4795,Spring
155,Meadowview Farm,11:00,17:00,6183 avenue ,red,NY,farm155.contact@yahoo.com,636-155-5064,All
156,Green Meadow Farm,8:00,18:00,1750 street ,orange,NY,farm156.contact@yahoo.com,420-885-6209,Spring
157,Blue Sky Acres,8:00,16:00,1420 avenue ,blue,NY,farm157.contact@yahoo.com,192-183-9651,"Spring, Fall"
158,Ivory Tower Farmstead,12:00,18:00,5046 street ,grey,NJ,farm158.contact@yahoo.com,550-828-9415,Summer
159,Golden Gate Farmstead,12:00,16:00,2890 street ,blue,PA,farm159.contact@gmail.com,982-930-2233,Summer
160,Goldenrod Farmstead,11:00,19:00,974 street ,brown,NY,farm160.contact@yahoo.com,739-124-8818,Fall
161,Silver Lake Acres,11:00,19:00,3040 avenue ,red,NY,farm161.contact@yahoo.com,481-911-2113,"Summer, Fall"
162,Sycamore Grove Acres,11:00,16:00,7777 avenue ,blue,NJ,farm162.contact@yahoo.com,894-404-3806,"Summer, Fall"
163,Mossy Oak Ranch,12:00,16:00,8861 street ,yellow,PA,farm163.contact@yahoo.com,229-492-7924,All
164,Whispering Pines Farm,12:00,16:00,4965 avenue ,brown,NY,farm164.contact@gmail.com,954-433-1284,"Spring, Fall"
165,Red Maple Ranch,11:00,18:00,173 avenue ,green,PA,farm165.contact@yahoo.com,640-307-1588,All
166,Cherry Blossom Farmstead,11:00,19:00,4523 street ,blue,PA,farm166.contact@gmail.com,203-746-7151,"Summer, Fall"
167,Harmony Hills Farm,12:00,17:00,5424 street ,blue,PA,farm167.contact@gmail.com,114-603-6954,"Spring, Fall"
168,Green Gables Acres,10:00,17:00,3087 street ,red,NJ,farm168.contact@yahoo.com,829-885-1713,"Spring, Summer, Fall"
169,Pine Ridge Farmstead,11:00,18:00,4217 street ,black,PA,farm169.contact@yahoo.com,243-231-5336,All
170,Hickory Haven Acres,8:00,17:00,6062 street ,grey,PA,farm170.contact@gmail.com,412-689-9882,Summer
171,Emerald Hills Farm,12:00,18:00,4463 avenue ,green,NY,farm171.contact@yahoo.com,334-912-7796,Summer
172,Sycamore Valley Farm,9:00,16:00,5001 street ,orange,NY,farm172.contact@gmail.com,102-901-6957,All
173,Apple Blossom Farm,12:00,18:00,5093 avenue ,grey,PA,farm173.contact@gmail.com,793-964-5011,"Spring, Summer, Fall"
174,Sunny Slope Ranch,11:00,17:00,5674 street ,black,PA,farm174.contact@gmail.com,841-727-2978,"Spring, Fall"
175,Bluebell Valley Acres,11:00,16:00,5158 avenue ,green,PA,farm175.contact@yahoo.com,882-526-7085,"Summer, Fall"
176,Meadow Lark Farm,10:00,17:00,803 street ,grey,PA,farm176.contact@gmail.com,825-595-8460,"Summer, Fall"
177,Hidden Springs Farmstead,12:00,18:00,2000 avenue ,brown,PA,farm177.contact@yahoo.com,921-658-6234,"Spring, Fall"
178,Golden Wheat Farmstead,10:00,16:00,1759 street ,brown,NJ,farm178.contact@gmail.com,207-727-6810,"Summer, Fall"
179,Green Meadow Acres,12:00,18:00,1334 avenue ,red,NY,farm179.contact@yahoo.com,713-578-5979,"Spring, Fall"
180,Mountain View Farmstead,12:00,17:00,2735 avenue ,brown,PA,farm180.contact@gmail.com,459-778-4861,"Spring, Fall"
181,Redwood Ridge Farmstead,9:00,19:00,2683 street ,grey,PA,farm181.contact@yahoo.com,308-325-2770,Spring
182,Crimson Clover Farm,10:00,18:00,6280 street ,green,NY,farm182.contact@yahoo.com,179-523-5251,"Spring, Fall"
183,Emerald Hills Acres,12:00,18:00,2469 street ,orange,NJ,farm183.contact@yahoo.com,507-444-4968,Spring
184,Crystal Springs Ranch,9:00,17:00,4616 street ,blue,PA,farm184.contact@gmail.com,868-672-4611,All
185,Mountain View Farm,12:00,17:00,7129 avenue ,blue,PA,farm185.contact@gmail.com,919-601-1390,Spring
186,Emerald Isle Farm,10:00,19:00,261 street ,yellow,NJ,farm186.contact@yahoo.com,118-112-9398,Summer
187,Orange Blossom Farm,8:00,19:00,4890 avenue ,green,NY,farm187.contact@gmail.com,891-954-5398,All
188,Whispering Oaks Acres,10:00,16:00,7383 avenue ,grey,PA,farm188.contact@yahoo.com,241-509-2672,All
189,Sunny Side Farmstead,11:00,18:00,7729 avenue ,black,NY,farm189.contact@yahoo.com,956-768-6311,"Spring, Summer, Fall"
190,Cottonwood Creek Acres,11:00,19:00,6025 street ,yellow,PA,farm190.contact@gmail.com,434-559-5992,"Spring, Fall"
191,Blue Ridge Farmstead,10:00,19:00,7753 street ,orange,NY,farm191.contact@gmail.com,845-651-7534,"Spring, Summer, Fall"
192,Whistling Wind Farm,10:00,18:00,1986 street ,blue,NY,farm192.contact@yahoo.com,652-936-3192,All
193,Blossom Hill Acres,11:00,19:00,2160 avenue ,blue,PA,farm193.contact@yahoo.com,930-780-7574,Spring
194,Ivory Tower Acres,11:00,18:00,3560 avenue ,grey,NJ,farm194.contact@yahoo.com,870-955-4546,"Spring, Summer, Fall"
195,Green Gables Farmstead,9:00,18:00,1610 street ,black,PA,farm195.contact@gmail.com,852-110-8489,"Summer, Fall"
196,Sunflower Fields Acres,8:00,19:00,2647 avenue ,green,PA,farm196.contact@yahoo.com,433-708-2969,All
197,Moonlit Meadows Farm,9:00,16:00,2394 street ,green,NY,farm197.contact@gmail.com,269-813-9538,All
198,Riverfront Farm,9:00,16:00,5418 avenue ,grey,NY,farm198.contact@gmail.com,263-659-8893,"Summer, Fall"
199,Cherry Blossom Acres,8:00,18:00,2001 street ,green,PA,farm199.contact@gmail.com,295-378-2189,"Spring, Fall"
200,Magnolia Hill Farmstead,8:00,18:00,3027 avenue ,black,NY,farm200.contact@yahoo.com,542-286-5852,"Summer, Fall"
201,Pecan Valley Farmstead,10:00,19:00,2381 avenue ,green,NY,farm201.contact@gmail.com,147-623-5610,Fall
202,Starshine Farmstead,11:00,16:00,4503 street ,grey,NJ,farm202.contact@gmail.com,927-930-9759,"Spring, Summer, Fall"
203,Redwood Ridge Farm,9:00,18:00,1364 street ,blue,NJ,farm203.contact@gmail.com,304-256-7583,Summer
204,Moonlit Meadows Farmstead,11:00,18:00,7905 street ,brown,NY,farm204.contact@yahoo.com,923-845-4208,"Spring, Fall"
205,Sunset Ridge Farm,8:00,17:00,8653 avenue ,brown,PA,farm205.contact@gmail.com,481-994-2391,All
206,Hazelwood Farmstead,8:00,16:00,2125 street ,black,NY,farm206.contact@gmail.com,458-946-1132,"Spring, Summer, Fall"
207,Rustic Haven Farm,11:00,18:00,2044 avenue ,blue,NY,farm207.contact@yahoo.com,682-169-1867,"Spring, Summer, Fall"
208,Azure Sky Acres,12:00,19:00,7125 avenue ,yellow,NJ,farm208.contact@gmail.com,123-337-6032,"Spring, Fall"
209,Sunny Hill Acres,8:00,19:00,8148 avenue ,orange,NY,farm209.contact@yahoo.com,205-346-6601,"Spring, Fall"
210,Mossy Oak Acres,12:00,18:00,1897 avenue ,grey,NJ,farm210.contact@yahoo.com,894-760-8884,Summer
211,Emerald Isle Ranch,8:00,18:00,3298 street ,green,NJ,farm211.contact@gmail.com,260-419-4407,All
212,Birchwood Farmstead,9:00,16:00,6047 avenue ,green,NY,farm212.contact@yahoo.com,902-114-7169,Fall
213,Whispering Wind Acres,8:00,17:00,3918 street ,blue,PA,farm213.contact@yahoo.com,692-359-2956,"Spring, Fall"
214,Sycamore Grove Farmstead,8:00,16:00,4658 street ,grey,NY,farm214.contact@gmail.com,879-537-7715,Spring
215,Whispering Wind Farmstead,8:00,18:00,8305 avenue ,blue,PA,farm215.contact@gmail.com,752-669-9265,Fall
216,Golden Fields Ranch,9:00,16:00,3827 avenue ,black,NY,farm216.contact@yahoo.com,527-840-3813,"Summer, Fall"
217,Riverbend Farm,12:00,18:00,46 street ,yellow,PA,farm217.contact@yahoo.com,442-664-7477,"Spring, Summer, Fall"
218,Hickory Haven Farmstead,10:00,17:00,2901 avenue ,yellow,PA,farm218.contact@gmail.com,959-656-7948,All
219,Crimson Clover Ranch,8:00,16:00,556 street ,green,NJ,farm219.contact@yahoo.com,976-905-7834,Summer
220,Harvest Haven Farm,10:00,17:00,8162 street ,orange,PA,farm220.contact@yahoo.com,166-953-6436,Summer
221,Green Acres Ranch,10:00,19:00,2132 street ,grey,NJ,farm221.contact@gmail.com,809-744-2657,"Summer, Fall"
222,Fields of Dreams Farm,10:00,19:00,3853 street ,grey,PA,farm222.contact@gmail.com,440-201-8977,Spring
223,Golden Harvest Farmstead,8:00,17:00,5771 street ,orange,NJ,farm223.contact@gmail.com,653-319-7349,Summer
224,Nature's Bounty Ranch,8:00,18:00,8914 street ,blue,PA,farm224.contact@gmail.com,973-157-8504,"Summer, Fall"
225,Serenity Meadows Farm,11:00,17:00,3049 avenue ,green,NJ,farm225.contact@yahoo.com,258-895-9739,"Summer, Fall"
226,Whispering Pines Homestead,11:00,19:00,5281 street ,yellow,PA,farm226.contact@gmail.com,129-827-9817,"Summer, Fall"
227,Fresh Start Farms,8:00,19:00,34 avenue ,red,NJ,farm227.contact@yahoo.com,510-877-7845,Fall
